,Unnamed: 0,airmass,date,fname,juliandate,mag1,mag10,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,merr1,merr10,merr2,merr3,merr4,merr5,merr6,merr7,merr8,merr9
475,477,1.48,130101,rccd130101.0105_gregist,2456294.75632,21.718000000000004,18.305,,18.945999999999998,19.439,21.326999999999998,,18.347,19.018,19.143,0.027999999999999997,0.002,,0.002,0.003,0.018000000000000002,,0.002,0.003,0.003
476,478,1.3,130105,rccd130105.0093_gregist,2456298.83525,21.816999999999997,18.333,17.374000000000002,18.98,19.455,21.41,17.809,18.38,19.067,19.163,0.027999999999999997,0.001,0.001,0.002,0.003,0.013999999999999999,0.001,0.001,0.003,0.003
477,479,1.3100000000000001,130108,rccd130108.0104_gregist,2456301.81564,21.787,18.34,,18.969,19.477,21.333000000000002,17.814,18.381,19.035,19.175,0.03,0.001,,0.002,0.004,0.019,0.001,0.002,0.003,0.003
478,480,1.3799999999999999,130113,rccd130113.0115_gregist,2456306.75999,21.752,18.386,,19.021,19.523,21.406,17.857,18.430999999999997,19.111,19.238,0.027999999999999997,0.001,,0.003,0.004,0.019,0.001,0.002,0.003,0.003
479,481,1.3400000000000001,130116,rccd130116.0235_gregist,2456309.77703,21.978,18.521,,19.160999999999998,19.654,21.514,,18.572,19.219,19.372,0.034,0.002,,0.002,0.004,0.018000000000000002,,0.002,0.003,0.003
480,483,1.3,130122,rccd130122.0111_gregist,2456315.79366,21.803,18.269000000000002,,18.902,19.406,21.311,,18.322,18.999000000000002,19.107,0.031,0.001,,0.002,0.003,0.018000000000000002,,0.002,0.003,0.003
481,484,1.3500000000000001,130125,rccd130125.0116_gregist,2456318.74310,21.691,18.262,,18.903,19.409000000000002,21.319000000000003,,18.315,18.985,19.114,0.03,0.001,,0.002,0.004,0.02,,0.002,0.003,0.003
482,485,1.3300000000000001,130128,rccd130128.0087_gregist,2456321.74561,21.38,18.259,,18.896,19.398,21.29,17.733,18.308,18.965,19.108,0.026000000000000002,0.001,,0.003,0.004,0.017,0.001,0.001,0.003,0.003
483,486,1.4099999999999999,130209,rccd130209.0034_gregist,2456333.67584,21.725,18.292,,18.933,19.438,21.355999999999998,17.768,18.338,19.018,19.141,0.027000000000000003,0.001,,0.002,0.003,0.013999999999999999,0.001,0.001,0.002,0.002
484,487,1.3100000000000001,130212,rccd130212.0043_gregist,2456336.72574,21.372,18.266,,18.906,19.41,21.205,,18.313,19.0,19.111,0.018000000000000002,0.001,,0.002,0.003,0.013999999999999999,,0.001,0.003,0.002
485,488,1.28,130215,rccd130215.0063_gregist,2456339.75923,21.754,18.245,,18.883,19.391,21.234,,18.295,18.971,19.089000000000002,0.023,0.001,,0.002,0.003,0.013000000000000001,,0.001,0.002,0.002
486,489,1.28,130219,rccd130219.0068_gregist,2456343.74058,21.733,18.27,,18.905,19.394000000000002,21.346999999999998,17.727999999999998,18.32,19.009,19.119,0.022000000000000002,0.001,,0.002,0.003,0.013999999999999999,0.001,0.001,0.002,0.002
487,490,1.29,130301,rccd130301.0077_gregist,2456353.75455,21.675,18.291,,18.908,19.410999999999998,21.32,17.746,18.320999999999998,19.012,19.127,0.026000000000000002,0.001,,0.002,0.003,0.017,0.001,0.001,0.003,0.003
488,491,1.3200000000000001,130305,rccd130305.0038_gregist,2456357.65619,21.78,18.33,17.378,18.976,19.493,21.377,17.787,18.371,19.067999999999998,19.16,0.023,0.001,0.001,0.002,0.003,0.017,0.001,0.001,0.003,0.003
489,492,1.29,130311,rccd130311.0066_gregist,2456363.67499,21.662,18.258,,18.897000000000002,19.391,21.197,,18.295,18.977,19.102999999999998,0.021,0.001,,0.002,0.003,0.012,,0.001,0.002,0.002
490,493,1.3,130315,rccd130315.0077_gregist,2456367.72750,21.796,18.288,,18.925,19.437,21.345,17.76,18.335,19.024,19.131,0.028999999999999998,0.001,,0.002,0.003,0.015,0.001,0.001,0.002,0.003
491,494,1.3100000000000001,130318,rccd130318.0004_gregist,2456370.63228,21.730999999999998,18.278,,18.92,19.41,21.325,17.750999999999998,18.326,19.017,19.129,0.028999999999999998,0.001,,0.002,0.003,0.016,0.001,0.001,0.003,0.003
492,495,1.29,130322,rccd130322.0067_gregist,2456374.65108,21.595,18.294,,18.934,19.442999999999998,21.354,,18.342,19.024,19.14,0.026000000000000002,0.001,,0.002,0.004,0.021,,0.002,0.003,0.003
493,496,1.3200000000000001,130325,rccd130325.0078_gregist,2456377.72294,21.761,18.304000000000002,,18.94,19.437,21.319000000000003,,18.352999999999998,19.014,19.151,0.042,0.002,,0.003,0.004,0.021,,0.002,0.003,0.004
494,497,1.28,130328,rccd130328.0061_gregist,2456380.64489,21.826999999999998,18.307000000000002,,18.949,19.453,21.401999999999997,,18.354,19.019000000000002,19.159000000000002,0.040999999999999995,0.002,,0.003,0.005,0.022000000000000002,,0.002,0.004,0.004
495,499,1.28,130402,rccd130402.0047_gregist,2456385.64794,21.647,18.285999999999998,17.320999999999998,18.919,19.404,21.366999999999997,17.755,18.32,19.003,19.084,0.021,0.001,0.001,0.002,0.003,0.015,0.001,0.001,0.003,0.002
496,500,1.4299999999999999,130410,rccd130410.0076_gregist,2456393.73521,21.653000000000002,18.332,17.38,18.976,19.488,21.383000000000003,17.802,18.384,19.059,19.184,0.025,0.001,0.001,0.003,0.004,0.02,0.001,0.001,0.003,0.003
497,501,1.29,130413,rccd130413.0044_gregist,2456396.59456,21.750999999999998,18.316,,18.947,19.46,21.355,,18.365,19.031,19.154,0.027999999999999997,0.001,,0.002,0.004,0.02,,0.002,0.003,0.003
498,502,1.28,130416,rccd130416.0048_gregist,2456399.58862,21.775,18.289,,18.928,19.423,21.311,,18.336,19.004,19.137999999999998,0.031,0.001,,0.002,0.004,0.016,,0.001,0.003,0.003
499,503,1.3100000000000001,130419,rccd130419.0059_gregist,2456402.64418,21.836,18.333,,18.972,19.468,21.396,17.802,18.386,19.067999999999998,19.167,0.032,0.001,,0.002,0.004,0.02,0.001,0.001,0.003,0.003
500,504,1.45,130427,rccd130427.0056_gregist,2456410.69824,21.885,18.421,17.47,19.028,19.558,21.475,17.891,18.468,19.155,19.253,0.051,0.002,0.001,0.003,0.005,0.026000000000000002,0.001,0.002,0.004,0.004
501,507,1.48,130505,rccd130505.0049_gregist,2456418.68387,21.835,18.272000000000002,,18.902,19.401,21.254,17.738,18.315,18.974,19.121,0.037000000000000005,0.001,,0.002,0.003,0.017,0.001,0.002,0.003,0.003
502,508,1.3,130510,rccd130510.0036_gregist,2456422.58575,21.769000000000002,18.281,,18.93,19.432000000000002,21.346,17.762999999999998,18.337,19.015,19.134,0.028999999999999998,0.001,,0.002,0.004,0.016,0.001,0.001,0.003,0.003
503,509,1.28,130515,rccd130515.0014_gregist,2456428.52792,21.668000000000003,18.265,,18.903,19.395,21.256999999999998,,18.309,18.973,19.111,0.027999999999999997,0.001,,0.002,0.003,0.013999999999999999,,0.001,0.002,0.003
504,510,1.28,130520,rccd130520.0010_gregist,2456433.51463,21.820999999999998,18.324,17.37,18.965,19.456,21.43,17.795,18.368,19.049,19.16,0.035,0.002,0.001,0.002,0.004,0.022000000000000002,0.001,0.002,0.004,0.003
505,511,1.48,130523,rccd130523.0048_gregist,2456436.63596,21.921999999999997,18.28,,18.92,19.421,21.396,17.757,18.329,19.04,19.139,0.05,0.002,,0.003,0.006,0.03,0.001,0.002,0.006,0.004
506,512,1.3,130529,rccd130529.0010_gregist,2456442.52501,21.802,18.281,,18.918,19.415,21.291999999999998,,18.333,19.008,19.132,0.033,0.001,,0.002,0.003,0.019,,0.001,0.003,0.003
507,513,1.3500000000000001,130602,rccd130602.0024_gregist,2456446.55576,21.789,18.291,,18.927,19.43,21.316,,18.338,19.02,19.128,0.027999999999999997,0.001,,0.002,0.003,0.017,,0.001,0.003,0.003
508,514,1.3700000000000001,130604,rccd130604.0014_gregist,2456448.55847,21.924,18.293,,18.937,19.436,21.316,17.766,18.345,19.032,19.129,0.035,0.001,,0.002,0.004,0.017,0.001,0.001,0.003,0.003
509,515,1.3600000000000001,130608,rccd130608.0009_gregist,2456452.54279,21.783,18.285,,18.92,19.427,21.323,,18.335,19.011,19.13,0.027000000000000003,0.001,,0.002,0.003,0.013999999999999999,,0.001,0.003,0.003
510,516,1.3500000000000001,130611,rccd130611.0009_gregist,2456455.53003,21.818,18.305,,18.948,19.449,21.348000000000003,17.773,18.35,19.026,19.15,0.03,0.001,,0.002,0.003,0.013999999999999999,0.001,0.001,0.003,0.003
511,517,1.3400000000000001,130614,rccd130614.0005_gregist,2456458.51590,21.834,18.324,,18.958,19.453,21.384,17.804000000000002,18.372,19.015,19.174,0.03,0.001,,0.002,0.004,0.018000000000000002,0.001,0.001,0.003,0.003
512,518,1.3799999999999999,130621,rccd130621.0005_gregist,2456465.51832,21.7,18.324,17.378,18.961,19.471,21.38,17.805,18.374000000000002,19.05,19.177,0.043,0.002,0.001,0.003,0.004,0.024,0.001,0.002,0.004,0.004
513,519,1.49,130624,rccd130624.0016_gregist,2456468.54995,21.869,18.445,17.495,19.082,19.590999999999998,21.46,17.926,18.499000000000002,19.169,19.287,0.053,0.002,0.001,0.003,0.004,0.026000000000000002,0.001,0.002,0.004,0.005
514,520,1.46,130629,rccd130629.0011_gregist,2456473.52869,21.752,18.316,17.37,18.97,19.462,21.406,17.801,18.372,19.064,19.173,0.027999999999999997,0.001,0.001,0.002,0.003,0.018000000000000002,0.001,0.001,0.003,0.003
515,521,1.3700000000000001,130702,rccd130702.0009_gregist,2456476.48371,21.71,18.311,,18.945999999999998,19.447,21.342,17.774,18.355,19.035999999999998,19.151,0.04,0.002,,0.002,0.004,0.02,0.001,0.002,0.003,0.003
516,522,1.3999999999999999,130707,rccd130707.0002_gregist,2456481.48386,21.83,18.320999999999998,17.367,18.97,19.458,21.373,17.799,18.375,19.045,19.165,0.032,0.002,0.001,0.002,0.004,0.018000000000000002,0.001,0.002,0.003,0.003
517,523,1.6899999999999999,130712,rccd130712.0021_gregist,2456486.55027,21.824,18.329,17.383,18.977999999999998,19.477999999999998,21.364,17.811,18.39,19.063,19.186,0.031,0.001,0.001,0.002,0.004,0.018000000000000002,0.001,0.002,0.003,0.003
518,524,1.71,130715,rccd130715.0006_gregist,2456489.54613,21.771,18.319000000000003,,18.977,19.477,21.391,17.803,18.383,19.102,19.172,0.034,0.002,,0.002,0.003,0.018000000000000002,0.001,0.001,0.003,0.003
519,525,1.5800000000000001,130801,rccd130801.0005_gregist,2456506.47224,21.659000000000002,18.36,17.404,18.995,19.483,21.409000000000002,17.83,18.406,19.076,19.201,0.032,0.002,0.001,0.003,0.004,0.022000000000000002,0.001,0.002,0.003,0.004
520,526,1.76,131113,rccd131113.0116_gregist,2456610.82700,22.281999999999996,18.701,17.755,19.340999999999998,19.834,21.629,18.173,18.754,19.448,19.537,0.043,0.002,0.001,0.003,0.005,0.02,0.001,0.002,0.004,0.004
521,527,1.71,131121,rccd131121.0069_gregist,2456618.81545,21.794,18.43,,19.06,19.565,21.482,,18.483,19.174,19.271,0.031,0.002,,0.003,0.004,0.02,,0.002,0.003,0.003
522,528,1.5700000000000001,131124,rccd131124.0089_gregist,2456621.83519,22.654,19.178,18.232,19.827,20.29,22.051,18.646,19.223,19.917,20.01,0.087,0.003,0.002,0.006999999999999999,0.01,0.043,0.002,0.003,0.008,0.006999999999999999
523,529,1.5900000000000001,131201,rccd131201.0093_gregist,2456628.81312,21.949,18.416,17.458,19.039,19.525,21.436,17.886,18.465999999999998,19.127,19.252,0.037000000000000005,0.002,0.001,0.002,0.003,0.018000000000000002,0.001,0.002,0.003,0.003
524,530,1.54,131205,rccd131205.0066_gregist,2456632.81441,21.811,18.433,17.485,19.078,19.582,21.46,17.910999999999998,18.496,19.149,19.278,0.028999999999999998,0.001,0.001,0.003,0.004,0.017,0.001,0.001,0.003,0.003
525,531,1.4099999999999999,131214,rccd131214.0087_gregist,2456641.83197,21.668000000000003,18.46,17.526,19.115,19.614,21.46,17.949,18.523,19.201,19.316,0.031,0.002,0.001,0.003,0.005,0.019,0.001,0.002,0.004,0.004
526,532,1.46,131218,rccd131218.0037_gregist,2456645.80039,21.868000000000002,18.43,,19.067999999999998,19.577,21.428,,18.487000000000002,19.158,19.28,0.035,0.002,,0.003,0.005,0.022000000000000002,,0.002,0.004,0.004
527,533,1.3899999999999999,131221,rccd131221.0103_gregist,2456648.82028,21.721999999999998,18.454,,19.086,19.579,21.500999999999998,17.913,18.492,19.164,19.303,0.03,0.002,,0.003,0.004,0.021,0.001,0.002,0.003,0.003
528,534,1.3700000000000001,131226,rccd131226.0095_gregist,2456653.81722,21.916999999999998,18.491,,19.112000000000002,19.614,21.506,17.945999999999998,18.55,19.188,19.314,0.03,0.002,,0.003,0.004,0.018000000000000002,0.001,0.001,0.003,0.004
529,535,1.4299999999999999,131229,rccd131229.0072_gregist,2456656.78198,21.858,18.44,,19.070999999999998,19.590999999999998,21.523000000000003,17.914,18.497,19.162,19.288,0.03,0.001,,0.002,0.003,0.019,0.001,0.001,0.003,0.003
530,536,1.3500000000000001,140101,rccd140101.0094_gregist,2456659.81254,21.859,18.48,,19.121,19.623,21.534000000000002,17.955,18.526,19.213,19.331,0.031,0.002,,0.003,0.004,0.02,0.001,0.001,0.003,0.003
531,537,1.3799999999999999,140104,rccd140104.0066_gregist,2456662.78767,21.976,18.493,,19.13,19.632,21.515,,18.543,19.22,19.339000000000002,0.031,0.001,,0.003,0.004,0.017,,0.001,0.003,0.003
532,538,1.3200000000000001,140107,rccd140107.0083_gregist,2456665.81020,21.971,18.489,,19.13,19.627,21.434,17.965,18.539,19.221,19.324,0.035,0.002,,0.003,0.004,0.02,0.001,0.002,0.003,0.003
533,539,1.3500000000000001,140113,rccd140113.0104_gregist,2456671.77672,22.066,18.527,,19.169,19.658,21.504,17.999000000000002,18.58,19.236,19.364,0.049,0.002,,0.004,0.005,0.026000000000000002,0.001,0.002,0.004,0.004
534,540,1.3300000000000001,140115,rccd140115.0086_gregist,2456673.78742,21.916,18.533,17.577,19.167,19.675,21.625,18.005,18.578,19.227999999999998,19.375999999999998,0.040999999999999995,0.002,0.001,0.004,0.005,0.028999999999999998,0.001,0.002,0.004,0.005
535,541,1.29,140119,rccd140119.0099_gregist,2456677.80906,21.544,18.491,,19.129,19.622,21.598000000000003,17.959,18.539,19.194000000000003,19.337,0.025,0.002,,0.002,0.004,0.019,0.001,0.001,0.003,0.003
536,542,1.3999999999999999,140122,rccd140122.0068_gregist,2456680.72808,22.566,19.037,18.082,19.667,20.176,22.01,18.516,19.093,19.78,19.873,0.078,0.003,0.001,0.005,0.006999999999999999,0.037000000000000005,0.002,0.003,0.006999999999999999,0.006999999999999999
537,543,1.3100000000000001,140125,rccd140125.0083_gregist,2456683.77800,21.936999999999998,18.552,17.598,19.192999999999998,19.687,21.594,18.026,18.602,19.268,19.389,0.023,0.001,0.001,0.002,0.003,0.016,0.001,0.001,0.003,0.003
538,544,1.4199999999999999,140129,rccd140129.0061_gregist,2456687.70302,22.105,18.605999999999998,17.648,19.238,19.739,21.599,18.084,18.656,19.317999999999998,19.452,0.032,0.002,0.001,0.002,0.004,0.017,0.001,0.002,0.003,0.003
539,545,1.3100000000000001,140205,rccd140205.0059_gregist,2456694.74245,21.953000000000003,18.49,,19.125999999999998,19.633,21.511,17.962,18.537,19.230999999999998,19.344,0.032,0.001,,0.002,0.003,0.018000000000000002,0.001,0.001,0.003,0.003
540,546,1.3100000000000001,140210,rccd140210.0057_gregist,2456699.73318,21.975,18.502,17.553,19.147000000000002,19.651,21.534000000000002,17.98,18.564,19.227999999999998,19.361,0.04,0.002,0.001,0.002,0.004,0.021,0.001,0.002,0.003,0.003
541,547,1.29,140214,rccd140214.0071_gregist,2456703.74566,21.954,18.577,17.649,19.226,19.724,21.646,18.055,18.616,19.333,19.423,0.049,0.002,0.001,0.003,0.005,0.027000000000000003,0.001,0.002,0.005,0.005
542,548,1.3999999999999999,140219,rccd140219.0050_gregist,2456708.65223,22.185,18.523,17.582,19.442999999999998,20.055999999999997,21.701,18.005,18.575,19.295,19.382,0.048,0.002,0.001,0.003,0.006999999999999999,0.04,0.001,0.002,0.004,0.003
543,549,1.29,140222,rccd140222.0064_gregist,2456711.72848,21.891,18.519000000000002,,19.155,19.67,21.533,18.0,18.569000000000003,19.319000000000003,19.38,0.034,0.002,,0.003,0.004,0.019,0.001,0.001,0.003,0.003
544,550,1.29,140224,rccd140224.0054_gregist,2456713.71776,21.8,18.461,17.583,19.16,19.67,21.545,18.003,18.569000000000003,19.307000000000002,19.368,0.032,0.016,0.001,0.002,0.003,0.016,0.001,0.001,0.003,0.003
545,551,1.47,140226,rccd140226.0040_gregist,2456715.60824,21.863000000000003,18.389,,19.042,19.544,21.401,,18.447,19.160999999999998,19.248,0.034,0.001,,0.002,0.003,0.016,,0.001,0.003,0.003
546,552,1.29,140301,rccd140301.0060_gregist,2456718.71007,21.783,18.394000000000002,17.456,19.031,19.532,21.399,17.862000000000002,18.435,19.259,19.24,0.03,0.001,0.001,0.002,0.004,0.018000000000000002,0.001,0.001,0.004,0.003
547,553,1.28,140304,rccd140304.0065_gregist,2456721.72463,21.912,18.451,,19.097,19.607,21.529,,18.504,19.189,19.302,0.031,0.001,,0.002,0.003,0.019,,0.001,0.003,0.003
548,554,1.29,140307,rccd140307.0065_gregist,2456724.69100,21.811,18.382,17.430999999999997,19.026,19.533,21.405,17.855,18.428,19.099,19.22,0.03,0.001,0.001,0.002,0.003,0.017,0.001,0.001,0.003,0.003
549,555,1.3400000000000001,140310,rccd140310.0041_gregist,2456727.63047,21.916,18.381,17.419,19.014,19.519000000000002,21.394000000000002,17.845,18.424,19.085,19.221,0.04,0.001,0.001,0.002,0.004,0.019,0.001,0.001,0.003,0.003
550,556,1.3,140314,rccd140314.0069_gregist,2456731.73047,21.84,18.421,17.467,19.039,19.567999999999998,21.397,17.883,18.463,19.124000000000002,19.265,0.040999999999999995,0.002,0.001,0.003,0.004,0.021,0.001,0.002,0.004,0.004
551,557,1.3500000000000001,140318,rccd140318.0035_gregist,2456735.60457,21.929000000000002,18.385,,19.021,19.519000000000002,21.410999999999998,17.857,18.437,19.116,19.211,0.049,0.002,,0.003,0.005,0.023,0.001,0.002,0.004,0.004
552,558,1.3100000000000001,140321,rccd140321.0061_gregist,2456738.72694,21.714000000000002,18.346,,18.988,19.489,21.398000000000003,,18.391,19.081,19.19,0.031,0.001,,0.002,0.003,0.017,,0.001,0.003,0.003
553,559,1.3100000000000001,140324,rccd140324.0070_gregist,2456741.71773,21.686,18.349,,18.992,19.486,21.43,17.822,18.396,19.085,19.202,0.025,0.001,,0.002,0.003,0.015,0.001,0.001,0.003,0.003
554,560,1.3100000000000001,140328,rccd140328.0070_gregist,2456745.70924,21.871,18.381,17.445,19.035,19.51,21.434,17.858,18.428,19.096,19.225,0.027999999999999997,0.001,0.001,0.002,0.003,0.016,0.001,0.001,0.003,0.003
555,561,1.29,140331,rccd140331.0046_gregist,2456748.61518,21.896,18.44,17.494,19.084,19.581,21.494,17.913,18.48,19.19,19.285999999999998,0.024,0.001,0.001,0.002,0.003,0.013000000000000001,0.001,0.001,0.003,0.003
556,562,1.28,140403,rccd140403.0054_gregist,2456751.62630,21.885,18.469,17.526,19.117,19.613,21.506,17.945,18.519000000000002,19.209,19.311,0.028999999999999998,0.001,0.001,0.002,0.004,0.017,0.001,0.001,0.003,0.003
557,563,1.3100000000000001,140406,rccd140406.0027_gregist,2456754.57916,21.930999999999997,18.459,17.518,19.101,19.52,21.468000000000004,17.924,18.47,19.191,19.294,0.028999999999999998,0.002,0.001,0.003,0.004,0.02,0.001,0.002,0.003,0.003
558,564,1.28,140409,rccd140409.0025_gregist,2456757.62329,21.813000000000002,18.383,,19.031,19.53,21.354,17.854,18.423,19.153,19.23,0.027999999999999997,0.002,,0.003,0.004,0.018000000000000002,0.001,0.001,0.003,0.004
559,565,1.29,140412,rccd140412.0043_gregist,2456760.58653,21.629,18.348,,18.991,19.487000000000002,21.409000000000002,,18.384,19.096,19.180999999999997,0.034,0.002,,0.003,0.004,0.021,,0.002,0.004,0.004
560,566,1.28,140415,rccd140415.0041_gregist,2456763.60317,21.723000000000003,18.36,,18.998,19.502,21.421,,18.41,19.119,19.212,0.039,0.002,,0.003,0.004,0.026000000000000002,,0.002,0.003,0.004
561,567,1.3400000000000001,140419,rccd140419.0062_gregist,2456767.67043,21.849,18.367,,18.999000000000002,19.509,21.37,,18.413,19.102999999999998,19.207,0.03,0.002,,0.002,0.003,0.017,,0.001,0.003,0.003
562,568,1.28,140423,rccd140423.0036_gregist,2456771.57319,21.723000000000003,18.346,,18.988,19.48,21.358,,18.384,19.063,19.189,0.026000000000000002,0.001,,0.002,0.003,0.013999999999999999,,0.001,0.003,0.002
563,569,1.28,140525,rccd140525.0015_gregist,2456803.48421,21.709,18.493,17.567,19.143,19.637,21.518,17.961,18.532,19.23,19.33,0.022000000000000002,0.002,0.001,0.003,0.004,0.017,0.001,0.002,0.003,0.004
564,570,1.29,140531,rccd140531.0018_gregist,2456809.51384,21.783,18.375,17.459,19.022000000000002,19.527,21.396,17.849,18.425,19.12,19.226,0.027000000000000003,0.001,0.001,0.002,0.004,0.016,0.001,0.001,0.003,0.003
565,571,1.3300000000000001,140613,rccd140613.0007_gregist,2456822.51533,21.823,18.44,17.516,19.083,19.592,21.416,17.917,18.476,19.17,19.29,0.045,0.002,0.001,0.004,0.005,0.026000000000000002,0.001,0.002,0.004,0.005
566,572,1.3700000000000001,140616,rccd140616.0020_gregist,2456825.52628,21.708000000000002,18.373,,19.011,19.525,21.394000000000002,,18.416,19.144000000000002,19.222,0.037000000000000005,0.002,,0.003,0.004,0.019,,0.001,0.003,0.003
567,574,1.6100000000000001,140717,rccd140717.0024_gregist,2456856.52266,21.896,18.397000000000002,17.47,19.037,19.55,21.406,17.879,18.439,19.135,19.246,0.039,0.002,0.001,0.003,0.004,0.02,0.001,0.002,0.003,0.004
568,575,1.45,141217,rccd141217.0078_gregist,2457009.80744,21.929000000000002,18.507,,19.151,19.651,21.51,17.985,18.552,19.23,19.354,0.03,0.002,,0.003,0.004,0.017,0.001,0.002,0.003,0.003
569,576,1.3700000000000001,141220,rccd141220.0096_gregist,2457012.82840,21.476999999999997,18.500999999999998,17.562,19.149,19.643,21.55,17.974,18.542,19.209,19.340999999999998,0.019,0.001,0.001,0.002,0.003,0.018000000000000002,0.001,0.001,0.003,0.003
570,577,1.3700000000000001,141222,rccd141222.0086_gregist,2457014.82548,21.831999999999997,18.474,,19.118,19.618,21.476999999999997,17.942999999999998,18.519000000000002,19.197,19.327,0.024,0.001,,0.002,0.003,0.013999999999999999,0.001,0.001,0.003,0.003
571,578,1.3500000000000001,141225,rccd141225.0102_gregist,2457017.82912,22.096999999999998,18.505,,19.151,19.649,21.519000000000002,17.985,18.555,19.236,19.35,0.033,0.001,,0.002,0.003,0.016,0.001,0.001,0.003,0.003
572,579,1.3799999999999999,141228,rccd141228.0100_gregist,2457020.80213,21.943,18.393,,19.031,19.515,21.408,,18.435,19.127,19.248,0.042,0.002,,0.003,0.004,0.022000000000000002,,0.002,0.003,0.004
573,580,1.3700000000000001,150103,rccd150103.0037_gregist,2457026.79412,21.906999999999996,18.417,17.465,19.058,19.553,21.47,17.887,18.464000000000002,19.141,19.255,0.04,0.002,0.001,0.003,0.004,0.021,0.001,0.002,0.004,0.003
574,581,1.3100000000000001,150108,rccd150108.0075_gregist,2457031.81867,21.956999999999997,18.391,,19.039,19.547,21.354,,18.445,19.128,19.241,0.039,0.002,,0.003,0.004,0.019,,0.002,0.003,0.003
575,582,1.3700000000000001,150111,rccd150111.0063_gregist,2457034.76850,21.816999999999997,18.385,,19.027,19.531,21.426,,18.430999999999997,19.105999999999998,19.229,0.027000000000000003,0.001,,0.002,0.003,0.015,,0.001,0.003,0.003
576,583,1.4099999999999999,150114,rccd150114.0064_gregist,2457037.74536,21.868000000000002,18.417,,19.052,19.557000000000002,21.443,,18.459,19.134,19.258,0.027999999999999997,0.001,,0.002,0.003,0.015,,0.001,0.003,0.003
577,584,1.28,150117,rccd150117.0151_gregist,2457040.84855,21.789,18.398,,19.039,19.545,21.416999999999998,,18.442999999999998,19.133,19.229,0.023,0.001,,0.002,0.003,0.012,,0.001,0.002,0.002
578,585,1.28,150125,rccd150125.0076_gregist,2457048.80546,21.862,18.459,,19.1,19.589000000000002,21.456,17.936,18.498,19.191,19.289,0.028999999999999998,0.001,,0.002,0.004,0.016,0.001,0.001,0.003,0.003
579,586,1.29,150129,rccd150129.0069_gregist,2457052.78365,21.854,18.396,,19.041,19.538,21.478,,18.441,19.1,19.244,0.025,0.001,,0.002,0.003,0.013999999999999999,,0.001,0.002,0.002
580,587,1.3400000000000001,150202,rccd150202.0058_gregist,2457056.72560,21.793000000000003,18.37,,19.012999999999998,19.5,21.362,17.84,18.414,19.079,19.227,0.038,0.002,,0.003,0.004,0.02,0.001,0.002,0.003,0.004
581,588,1.3200000000000001,150205,rccd150205.0048_gregist,2457059.73158,21.99,18.447,,19.081,19.573,21.535999999999998,,18.484,19.188,19.236,0.049,0.002,,0.003,0.005,0.027000000000000003,,0.002,0.004,0.004
582,589,1.3600000000000001,150208,rccd150208.0053_gregist,2457062.69752,21.864,18.465999999999998,,19.112000000000002,19.617,21.488000000000003,17.935,18.493,19.194000000000003,19.307000000000002,0.034,0.002,,0.003,0.004,0.02,0.001,0.002,0.003,0.003
583,590,1.3300000000000001,150211,rccd150211.0045_gregist,2457065.70586,21.941,18.477,,19.063,19.61,21.476999999999997,17.951,18.521,19.205,19.323,0.032,0.002,,0.002,0.003,0.017,0.001,0.001,0.003,0.003
584,591,1.3600000000000001,150215,rccd150215.0054_gregist,2457069.68266,21.743000000000002,18.375999999999998,,19.043,19.544,21.461,,18.448,19.11,19.262999999999998,0.027000000000000003,0.001,,0.002,0.003,0.017,,0.001,0.003,0.003
585,592,1.3600000000000001,150218,rccd150218.0050_gregist,2457072.67218,21.947,18.488,,19.14,19.635,21.525,17.965999999999998,18.531,19.204,19.331,0.035,0.002,,0.003,0.004,0.02,0.001,0.002,0.003,0.003
586,593,1.3400000000000001,150222,rccd150222.0040_gregist,2457076.66937,21.956999999999997,18.533,17.6,19.178,19.67,21.535,18.006,18.581,19.269000000000002,19.377,0.033,0.002,0.001,0.002,0.004,0.018000000000000002,0.001,0.002,0.003,0.003
587,594,1.3300000000000001,150226,rccd150226.0049_gregist,2457080.67044,21.866,18.459,17.533,19.099,19.602999999999998,21.255,17.938,18.507,19.197,19.299,0.033,0.002,0.001,0.003,0.004,0.015,0.001,0.002,0.003,0.003
588,595,1.3200000000000001,150302,rccd150302.0058_gregist,2457084.66610,21.859,18.429000000000002,,19.073,19.567,21.421999999999997,17.9,18.473,19.164,19.27,0.03,0.001,,0.002,0.004,0.018000000000000002,0.001,0.001,0.003,0.003
589,596,1.3300000000000001,150312,rccd150312.0049_gregist,2457094.63047,21.909000000000002,18.451,,19.077,19.578,21.505,17.918,18.488,19.19,19.288,0.03,0.001,,0.002,0.003,0.016,0.001,0.001,0.003,0.003
590,598,1.29,150321,rccd150321.0045_gregist,2457103.64379,22.31,18.788,17.859,19.437,19.933,21.829,18.262,18.835,19.523,19.632,0.043,0.002,0.001,0.003,0.004,0.022000000000000002,0.001,0.002,0.004,0.003
591,599,1.3300000000000001,150330,rccd150330.0038_gregist,2457112.58336,21.689,18.499000000000002,17.579,19.16,19.647000000000002,21.539,17.977,18.544,19.239,19.355,0.032,0.002,0.001,0.003,0.004,0.023,0.001,0.002,0.004,0.004
