,Unnamed: 0,airmass,date,fname,juliandate,mag1,mag10,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,merr1,merr10,merr2,merr3,merr4,merr5,merr6,merr7,merr8,merr9
352,352,1.5600000000000001,80622,rccd080622.0005_gregist,2454640.57572,22.072,18.589000000000002,,19.215,19.704,21.607,18.054000000000002,18.636,19.4,19.416,0.028999999999999998,0.001,,0.002,0.003,0.015,0.001,0.001,0.003,0.003
353,353,1.5700000000000001,80625,rccd080625.0029_gregist,2454643.56917,21.819000000000003,18.449,,19.08,19.574,21.448,17.921,18.495,19.247,19.293,0.016,0.001,,0.002,0.002,0.011000000000000001,0.001,0.001,0.002,0.002
354,354,1.54,80627,rccd080627.0031_gregist,2454645.55594,21.881999999999998,60.306999999999995,,19.075,19.574,21.449,41.715,82.035,19.215,,0.025,,,0.002,0.003,0.012,29.709,,0.003,
355,355,1.6499999999999999,80628,rccd080628.0036_gregist,2454646.57908,22.213,87.815,17.796,19.391,19.898,21.759,66.197,105.44200000000001,19.531,,0.032,,0.001,0.002,0.003,0.015,,,0.003,
356,356,1.3500000000000001,80701,rccd080701.0003_gregist,2454649.47464,21.814,,,19.059,19.547,21.488000000000003,17.892,,19.195999999999998,19.265,0.023,,,0.002,0.003,0.013000000000000001,0.001,,0.002,0.003
357,357,1.3300000000000001,80702,rccd080702.0007_gregist,2454650.46269,21.744,,,19.055999999999997,19.541,21.511,17.885,,19.189,19.258,0.022000000000000002,,,0.002,0.003,0.015,0.001,,0.002,0.003
358,358,1.4099999999999999,80704,rccd080704.0008_gregist,2454652.49655,21.9,18.398,,19.025,19.525,21.451999999999998,17.865,18.442,19.201,19.245,0.023,0.001,,0.002,0.003,0.012,0.001,0.001,0.002,0.002
359,359,1.46,80713,rccd080713.0012_gregist,2454661.48754,21.750999999999998,17.338,,19.03,19.527,21.445999999999998,,17.445999999999998,19.2,19.244,0.027000000000000003,0.017,,0.002,0.004,0.018000000000000002,,0.018000000000000002,0.004,0.003
360,360,1.5600000000000001,80718,rccd080718.0014_gregist,2454666.50295,21.853,18.407,,19.035999999999998,19.534000000000002,21.4,,18.451,19.221,19.25,0.025,0.001,,0.002,0.003,0.016,,0.001,0.003,0.003
361,361,1.5600000000000001,80729,rccd080729.0003_gregist,2454677.47448,21.879,64.182,,19.123,19.619,21.495,,80.865,19.256,18.968,0.022000000000000002,,,0.002,0.003,0.015,,,0.003,0.035
362,362,1.6000000000000001,80804,rccd080804.0005_gregist,2454683.46668,21.947,18.442999999999998,,19.067,19.570999999999998,21.441,17.908,18.493,19.254,19.285,0.028999999999999998,0.001,,0.002,0.003,0.016,0.001,0.001,0.003,0.003
363,363,1.6699999999999999,80807,rccd080807.0005_gregist,2454686.47433,21.651,70.11,,18.975,19.479,21.342,47.108000000000004,90.92200000000001,19.133,,0.023,,,0.002,0.003,0.013000000000000001,,,0.002,
364,364,1.6899999999999999,81129,rccd081129.0080_gregist,2454800.79624,21.816999999999997,,,18.956,19.457,21.372,,,19.13,19.178,0.019,,,0.002,0.002,0.012,,,0.002,0.002
365,365,1.6699999999999999,81205,rccd081205.0081_gregist,2454806.78272,21.535,18.374000000000002,,19.002,19.493,21.406999999999996,,18.42,19.18,19.199,0.018000000000000002,0.001,,0.002,0.002,0.011000000000000001,,0.001,0.002,0.002
366,366,1.71,81208,rccd081208.0064_gregist,2454809.76700,21.78,18.348,,18.968,19.467,21.395,,18.397000000000002,19.157,19.195,0.021,0.001,,0.002,0.002,0.012,,0.001,0.002,0.002
367,367,1.53,81214,rccd081214.0079_gregist,2454815.79150,21.753,,,18.977999999999998,19.462,21.4,,,19.155,19.204,0.027000000000000003,,,0.002,0.003,0.013999999999999999,,,0.002,0.002
368,368,1.53,81217,rccd081217.0080_gregist,2454818.78293,21.689,,,18.968,19.473,21.342,,,19.133,19.188,0.022000000000000002,,,0.002,0.003,0.013000000000000001,,,0.002,0.002
369,369,1.47,81220,rccd081220.0066_gregist,2454821.79130,21.752,18.345,,18.971,19.464000000000002,21.366999999999997,,18.367,19.149,19.187,0.016,0.001,,0.001,0.002,0.009000000000000001,,0.001,0.002,0.002
370,370,1.55,81224,rccd081224.0054_gregist,2454825.75773,21.855,,,18.973,19.475,21.379,,,19.157,19.204,0.024,,,0.002,0.002,0.012,,,0.002,0.002
371,371,1.3899999999999999,81227,rccd081227.0106_gregist,2454828.80421,21.87,18.413,,19.038,19.544,21.434,,18.463,19.218,19.262,0.024,0.001,,0.002,0.003,0.011000000000000001,,0.001,0.002,0.002
372,372,1.3899999999999999,90105,rccd090105.0067_gregist,2454837.77860,21.7,,,18.99,19.492,21.316,,,19.163,19.219,0.018000000000000002,,,0.002,0.002,0.012,,,0.002,0.002
373,373,1.45,90108,rccd090108.0071_gregist,2454840.74707,21.754,18.397000000000002,,19.034000000000002,19.515,21.394000000000002,,,19.199,19.233,0.025,0.002,,0.002,0.003,0.013999999999999999,,,0.003,0.003
374,374,1.3,90114,rccd090114.0064_gregist,2454846.81120,21.791999999999998,,,18.980999999999998,19.47,21.334,,18.397000000000002,19.151,19.189,0.018000000000000002,,,0.001,0.002,0.009000000000000001,,0.001,0.002,0.002
375,375,1.3300000000000001,90117,rccd090117.0055_gregist,2454849.77854,21.987,18.433,,19.043,19.555999999999997,21.48,17.902,18.483,19.241,19.279,0.024,0.001,,0.002,0.002,0.012,0.001,0.001,0.002,0.002
376,376,1.28,90125,rccd090125.0060_gregist,2454857.83224,21.774,,,18.985,19.482,21.354,,,19.139,19.202,0.018000000000000002,,,0.002,0.002,0.01,,,0.002,0.002
377,377,1.3500000000000001,90129,rccd090129.0040_gregist,2454861.73074,21.761999999999997,18.313,,18.945999999999998,19.439,21.329,,18.363,19.124000000000002,19.16,0.015,0.001,,0.001,0.002,0.01,,0.001,0.002,0.002
378,378,1.3,90210,rccd090210.0046_gregist,2454873.73962,21.746,,,18.979,19.475,21.412,,,19.154,19.201,0.024,,,0.002,0.003,0.015,,,0.002,0.002
379,379,1.52,90214,rccd090214.0024_gregist,2454877.62349,21.833000000000002,18.393,,19.019000000000002,19.518,21.41,,18.430999999999997,19.198,19.235,0.016,0.001,,0.002,0.002,0.013000000000000001,,0.001,0.002,0.002
380,380,1.28,90219,rccd090219.0072_gregist,2454882.75708,22.022,18.654,,19.269000000000002,19.762,21.61,,18.657,19.448,19.496,0.018000000000000002,0.001,,0.002,0.003,0.013000000000000001,,0.001,0.002,0.002
381,381,1.29,90222,rccd090222.0058_gregist,2454885.72452,21.83,18.397000000000002,,19.027,19.514,21.436999999999998,,18.435,19.160999999999998,19.236,0.017,0.001,,0.002,0.002,0.01,,0.001,0.002,0.002
382,382,1.3500000000000001,90225,rccd090225.0046_gregist,2454888.66151,21.813000000000002,18.405,,19.038,19.53,21.43,,18.452,19.184,19.25,0.016,0.001,,0.001,0.002,0.009000000000000001,,0.001,0.002,0.002
383,383,1.29,90228,rccd090228.0070_gregist,2454891.75578,21.709,18.378,,19.01,19.509,21.373,,18.423,19.178,19.219,0.013999999999999999,0.001,,0.001,0.002,0.01,,0.001,0.002,0.002
384,384,1.28,90303,rccd090303.0070_gregist,2454894.73664,22.035999999999998,18.667,17.704,19.3,19.789,21.619,18.134,18.713,19.477,19.484,0.02,0.002,0.001,0.002,0.003,0.013000000000000001,0.001,0.002,0.003,0.003
385,385,1.28,90309,rccd090309.0060_gregist,2454900.69565,21.799,18.415,,19.046,19.545,21.406999999999996,,,19.188,19.26,0.032,0.001,,0.002,0.003,0.015,,,0.003,0.003
386,386,1.28,90312,rccd090312.0056_gregist,2454903.70106,21.825,,,19.005,19.497,21.423000000000002,,,19.175,19.219,0.028999999999999998,,,0.002,0.003,0.017,,,0.002,0.003
387,387,1.28,90315,rccd090315.0039_gregist,2454906.70574,21.809,18.387,,19.034000000000002,19.52,21.41,17.855,18.438,19.192,19.238,0.021,0.001,,0.002,0.003,0.016,0.001,0.001,0.002,0.002
388,388,1.28,90318,rccd090318.0046_gregist,2454909.67707,21.771,18.399,,19.037,19.539,21.418000000000003,,18.445999999999998,19.215,19.244,0.016,0.001,,0.002,0.002,0.01,,0.001,0.002,0.002
389,389,1.29,90321,rccd090321.0057_gregist,2454912.70837,21.823,,,19.037,19.527,21.461,,,19.19,19.254,0.017,,,0.001,0.002,0.01,,,0.002,0.002
390,390,1.3200000000000001,90324,rccd090324.0062_gregist,2454915.72638,21.843000000000004,,,19.075,19.564,21.473000000000003,,,19.215,19.282,0.017,,,0.002,0.002,0.01,,,0.002,0.002
391,391,1.28,90327,rccd090327.0046_gregist,2454918.67131,21.791999999999998,18.387999999999998,,19.024,19.518,21.428,,18.442,19.177,19.235,0.013999999999999999,0.001,,0.001,0.002,0.01,,0.001,0.002,0.002
392,392,1.3400000000000001,90330,rccd090330.0061_gregist,2454921.72288,21.833000000000002,,,19.003,19.497,21.391,,18.417,19.175,19.22,0.017,,,0.001,0.002,0.011000000000000001,,0.001,0.002,0.002
393,393,1.28,90402,rccd090402.0036_gregist,2454924.63717,21.753,,,19.033,19.537,21.435,,,19.169,19.245,0.017,,,0.002,0.002,0.011000000000000001,,,0.002,0.002
394,394,1.28,90405,rccd090405.0044_gregist,2454927.63049,21.833000000000002,,,19.043,19.543,21.429000000000002,,,19.169,19.244,0.024,,,0.002,0.003,0.013999999999999999,,,0.002,0.002
395,395,1.29,90407,rccd090407.0048_gregist,2454929.65996,21.823,,,19.058,19.552,21.455,,,19.186,,0.027999999999999997,,,0.002,0.003,0.018000000000000002,,,0.003,
396,396,1.28,90410,rccd090410.0029_gregist,2454932.63755,21.848000000000003,18.394000000000002,,19.03,19.52,21.41,,18.447,19.201,19.246,0.027000000000000003,0.001,,0.002,0.003,0.019,,0.001,0.003,0.003
397,397,1.29,90413,rccd090413.0039_gregist,2454935.64404,21.753,18.394000000000002,,19.03,19.516,21.425,17.862000000000002,18.437,19.202,19.237000000000002,0.022000000000000002,0.001,,0.002,0.003,0.013000000000000001,0.001,0.001,0.002,0.002
398,398,1.3200000000000001,90416,rccd090416.0055_gregist,2454938.66739,21.96,18.448,,19.147000000000002,19.652,21.511,17.984,20.663,19.283,19.355999999999998,0.03,0.017,,0.002,0.003,0.013000000000000001,0.001,0.025,0.002,0.003
399,399,1.28,90418,rccd090418.0038_gregist,2454940.60551,21.918000000000003,18.538,,19.162,19.657,21.543000000000003,18.0,18.436,19.31,19.362000000000002,0.02,0.002,,0.002,0.003,0.013999999999999999,0.001,0.001,0.003,0.003
400,400,1.29,90420,rccd090420.0044_gregist,2454942.62461,21.791999999999998,,,19.031,19.523,21.421,,,19.174,19.245,0.021,,,0.002,0.002,0.01,,,0.002,0.002
401,401,1.28,90423,rccd090423.0027_gregist,2454945.59693,21.802,18.352,,18.985,19.479,21.377,,18.403,19.152,19.202,0.019,0.001,,0.001,0.002,0.011000000000000001,,0.001,0.002,0.002
402,402,1.3400000000000001,90424,rccd090424.0011_gregist,2454946.50465,21.697,,,18.97,19.459,21.305,,,19.125,19.177,0.019,,,0.002,0.003,0.013000000000000001,,,0.002,0.002
403,403,1.29,90424,rccd090424.0021_gregist,2454946.55715,21.753,,,18.96,19.452,21.33,,,19.133,19.168,0.02,,,0.002,0.002,0.011000000000000001,,,0.002,0.002
404,404,1.29,90424,rccd090424.0029_gregist,2454946.61157,21.72,18.333,,18.97,19.462,21.351,,18.383,19.137999999999998,19.182000000000002,0.017,0.001,,0.001,0.002,0.011000000000000001,,0.001,0.002,0.002
405,405,1.3899999999999999,90424,rccd090424.0037_gregist,2454946.68299,21.78,18.361,,18.998,19.495,21.366999999999997,,18.403,19.165,19.207,0.016,0.001,,0.001,0.002,0.011000000000000001,,0.001,0.002,0.002
406,406,1.5600000000000001,90424,rccd090424.0045_gregist,2454946.73678,21.743000000000002,18.364,,19.008,19.497,21.346999999999998,,18.412,19.174,19.217,0.017,0.001,,0.002,0.002,0.011000000000000001,,0.001,0.002,0.002
407,407,1.74,90424,rccd090424.0053_gregist,2454946.77399,21.823,18.372,,19.007,19.509,21.397,,18.423,19.184,19.222,0.019,0.001,,0.002,0.002,0.013000000000000001,,0.001,0.002,0.002
408,408,1.3899999999999999,90429,rccd090429.0056_gregist,2454951.66929,21.819000000000003,18.387999999999998,,19.004,19.519000000000002,21.418000000000003,,18.439,19.18,19.235,0.019,0.001,,0.002,0.002,0.012,,0.001,0.002,0.002
409,409,1.29,90502,rccd090502.0033_gregist,2454954.59412,21.747,,,18.992,19.49,21.399,,,19.139,19.209,0.017,,,0.001,0.002,0.011000000000000001,,,0.002,0.002
410,410,1.28,90504,rccd090504.0031_gregist,2454956.54551,21.807,18.374000000000002,,19.008,19.519000000000002,21.357,17.842,18.434,19.162,19.218,0.024,0.001,,0.002,0.003,0.013000000000000001,0.001,0.006,0.002,0.002
411,411,1.3100000000000001,90507,rccd090507.0047_gregist,2454959.59833,21.875999999999998,18.364,,18.999000000000002,19.482,21.412,17.833,18.418,19.185,19.213,0.037000000000000005,0.002,,0.003,0.004,0.02,0.001,0.002,0.004,0.003
412,412,1.28,90510,rccd090510.0019_gregist,2454962.54785,21.840999999999998,18.373,,19.002,19.496,21.361,,18.419,19.176,19.227,0.027999999999999997,0.001,,0.002,0.003,0.016,,0.001,0.003,0.003
413,413,1.3600000000000001,90513,rccd090513.0037_gregist,2454965.61284,21.82,18.395,,19.03,19.512,21.346999999999998,17.857,18.434,19.172,19.237000000000002,0.021,0.001,,0.002,0.002,0.013999999999999999,0.001,0.001,0.002,0.002
414,414,1.28,90515,rccd090515.0027_gregist,2454967.53975,21.7,18.364,,19.002,19.497,21.371,,18.415,19.132,19.215999999999998,0.017,0.001,,0.002,0.003,0.011000000000000001,,0.001,0.002,0.002
415,415,1.3100000000000001,90516,rccd090516.0027_gregist,2454968.57233,21.774,18.425,,19.06,19.569000000000003,21.46,,18.477999999999998,19.21,19.272000000000002,0.019,0.001,,0.002,0.002,0.012,,0.001,0.002,0.002
416,416,1.3100000000000001,90518,rccd090518.0030_gregist,2454970.56618,21.686999999999998,18.35,,18.983,19.480999999999998,21.333000000000002,,18.387999999999998,19.145,19.186,0.018000000000000002,0.001,,0.002,0.002,0.01,,0.001,0.002,0.002
417,417,1.3200000000000001,90521,rccd090521.0021_gregist,2454973.56982,21.78,18.365,,18.991,19.489,21.333000000000002,,18.414,19.151,19.215999999999998,0.02,0.001,,0.002,0.003,0.012,,0.001,0.002,0.002
418,418,1.28,90523,rccd090523.0020_gregist,2454975.51775,21.788,18.455,,19.099,19.586,21.453000000000003,,18.506,19.253,19.304000000000002,0.022000000000000002,0.001,,0.002,0.003,0.016,,0.001,0.003,0.003
419,419,1.29,90604,rccd090604.0014_gregist,2454987.50396,21.818,18.398,,19.035999999999998,19.531,21.410999999999998,17.863,18.451,19.195999999999998,19.252,0.027000000000000003,0.001,,0.002,0.003,0.018000000000000002,0.001,0.001,0.003,0.003
420,420,1.3300000000000001,90605,rccd090605.0013_gregist,2454988.53584,21.778000000000002,18.372,,19.008,19.493,21.381,,18.42,19.171,19.218,0.028999999999999998,0.001,,0.002,0.003,0.013999999999999999,,0.001,0.002,0.003
421,421,1.3400000000000001,90607,rccd090607.0020_gregist,2454990.53451,21.916,18.38,,19.021,19.505,21.416,17.848,18.429000000000002,19.189,19.233,0.03,0.001,,0.002,0.003,0.015,0.001,0.001,0.003,0.003
422,422,1.3899999999999999,90610,rccd090610.0024_gregist,2454993.55534,21.805999999999997,18.37,,19.01,19.503,21.388,,18.422,19.156,19.221,0.024,0.001,,0.002,0.002,0.013000000000000001,,0.001,0.002,0.002
423,423,1.4399999999999999,90612,rccd090612.0025_gregist,2454995.56716,21.81,18.404,,19.009,19.538,21.45,,,19.189,19.248,0.018000000000000002,0.001,,0.001,0.002,0.012,,,0.002,0.002
424,424,1.3,90613,rccd090613.0008_gregist,2454996.49030,21.78,18.382,,19.008,19.512999999999998,21.398000000000003,,18.428,19.185,19.221,0.019,0.001,,0.002,0.002,0.011000000000000001,,0.001,0.002,0.002
425,425,1.3400000000000001,110331,rccd110331.0053_gregist,2455652.72082,22.044,18.584,,19.235,19.72,21.573,18.051,18.614,19.383,19.425,0.018000000000000002,0.001,,0.002,0.002,0.011000000000000001,0.001,0.001,0.002,0.002
426,426,1.28,110402,rccd110402.0055_gregist,2455654.65136,22.076,18.579,,19.236,19.721,21.594,,18.618,19.387999999999998,19.430999999999997,0.021,0.001,,0.002,0.003,0.013000000000000001,,0.001,0.002,0.002
427,427,1.28,110407,rccd110407.0067_gregist,2455659.63990,22.064,18.57,,19.223,19.692,21.601999999999997,,18.609,19.378,19.414,0.023,0.001,,0.002,0.002,0.011000000000000001,,0.001,0.002,0.002
428,428,1.29,110417,rccd110417.0043_gregist,2455669.57705,22.052,18.553,,19.206,19.698,21.523000000000003,,18.589000000000002,19.369,19.391,0.036000000000000004,0.002,,0.002,0.004,0.017,,0.002,0.003,0.003
429,429,1.28,110421,rccd110421.0052_gregist,2455673.60333,22.081,18.634,17.708,19.288,19.775,21.669,18.112000000000002,18.672,19.447,19.477999999999998,0.031,0.001,0.001,0.002,0.003,0.013000000000000001,0.001,0.001,0.003,0.003
430,430,1.29,110424,rccd110424.0044_gregist,2455676.54983,22.074,18.54,,19.202,19.674,21.537,,18.578,19.349,19.392,0.025,0.001,,0.002,0.003,0.013999999999999999,,0.001,0.003,0.003
431,432,1.29,110510,rccd110510.0056_gregist,2455692.56516,21.91,18.566,,19.219,19.671,21.61,18.038,18.601,19.372,19.41,0.021,0.001,,0.002,0.003,0.013000000000000001,0.001,0.001,0.002,0.003
432,433,1.3100000000000001,110514,rccd110514.0042_gregist,2455696.57708,22.142,18.593,,19.256,19.754,21.576999999999998,,18.628,19.401,19.423,0.040999999999999995,0.002,,0.002,0.004,0.02,,0.002,0.004,0.003
433,434,1.28,110516,rccd110516.0039_gregist,2455698.52806,21.958000000000002,18.576,,19.235,19.725,21.569000000000003,,18.612000000000002,19.384,19.43,0.033,0.002,,0.002,0.004,0.02,,0.002,0.003,0.004
434,435,1.28,110519,rccd110519.0012_gregist,2455701.50925,22.096999999999998,18.604,,19.26,19.709,21.596,18.073,18.642,19.401,19.449,0.027999999999999997,0.001,,0.002,0.003,0.016,0.001,0.001,0.003,0.003
435,436,1.28,110524,rccd110524.0029_gregist,2455706.51761,22.081999999999997,18.590999999999998,,19.248,19.737000000000002,21.594,18.061,18.634,19.4,19.433,0.024,0.001,,0.002,0.003,0.013000000000000001,0.001,0.001,0.002,0.002
436,437,1.54,110602,rccd110602.0063_gregist,2455715.62626,22.116,18.599,,19.259,19.749000000000002,21.613000000000003,18.076,18.648,19.421,19.449,0.026000000000000002,0.001,,0.002,0.003,0.013000000000000001,0.001,0.001,0.003,0.002
437,438,1.29,110611,rccd110611.0012_gregist,2455724.47616,22.083000000000002,18.594,17.654,19.247,19.749000000000002,21.584,18.065,18.639,19.414,19.442,0.034,0.002,0.001,0.002,0.004,0.017,0.001,0.002,0.003,0.003
438,439,1.3700000000000001,110625,rccd110625.0030_gregist,2455738.50205,21.98,18.558,,19.209,19.701,21.594,18.03,18.601,19.366,19.398,0.022000000000000002,0.001,,0.002,0.003,0.013000000000000001,0.001,0.001,0.003,0.002
439,440,1.3500000000000001,110628,rccd110628.0012_gregist,2455741.48549,22.041,18.588,17.656,19.239,19.741,21.647,18.063,18.635,19.395,19.424,0.024,0.001,0.001,0.002,0.003,0.013000000000000001,0.001,0.001,0.002,0.003
440,441,1.4099999999999999,110702,rccd110702.0017_gregist,2455745.50384,22.059,18.594,17.660999999999998,19.245,19.737000000000002,21.631999999999998,18.069000000000003,18.636,19.418,19.427,0.026000000000000002,0.001,0.001,0.002,0.003,0.013000000000000001,0.001,0.001,0.002,0.003
441,442,1.5800000000000001,110706,rccd110706.0044_gregist,2455749.54361,22.288,18.71,17.784000000000002,19.367,19.852999999999998,21.709,18.185,18.739,19.54,19.548,0.034,0.001,0.001,0.003,0.003,0.019,0.001,0.002,0.003,0.003
442,443,1.54,110713,rccd110713.0028_gregist,2455756.51428,22.149,18.624000000000002,17.699,19.29,19.788,21.621,18.109,18.666,19.449,19.475,0.040999999999999995,0.002,0.001,0.003,0.004,0.019,0.001,0.002,0.004,0.003
443,444,1.51,110719,rccd110719.0010_gregist,2455762.48991,22.092,18.622,17.689,19.275,19.772000000000002,21.641,18.101,18.671,19.406,19.471,0.026000000000000002,0.001,0.001,0.002,0.003,0.013999999999999999,0.001,0.001,0.003,0.003
444,445,1.4399999999999999,110722,rccd110722.0001_gregist,2455765.45892,22.003,18.608,17.666,19.26,19.744,21.593000000000004,18.082,18.652,19.424,19.452,0.035,0.002,0.001,0.003,0.003,0.019,0.001,0.002,0.004,0.004
445,446,1.5,110724,rccd110724.0001_gregist,2455767.47330,22.112,18.617,17.684,19.267,19.774,21.608,18.098,18.664,19.441,19.465,0.033,0.001,0.001,0.002,0.003,0.016,0.001,0.001,0.003,0.003
446,448,1.28,120420,rccd120420.0049_gregist,2456038.59722,21.665,18.217,,18.85,19.348,21.279,17.69,18.262999999999998,18.935,19.062,0.028999999999999998,0.001,,0.002,0.003,0.016,0.001,0.001,0.003,0.003
447,449,1.29,120423,rccd120423.0051_gregist,2456041.60080,21.59,18.257,17.304000000000002,18.898,19.387999999999998,21.276999999999997,17.735,18.3,18.974,19.093,0.024,0.001,0.001,0.002,0.003,0.013999999999999999,0.001,0.001,0.002,0.003
448,450,1.28,120430,rccd120430.0032_gregist,2456048.56896,21.784000000000002,18.215999999999998,,18.852,19.293,21.296,,18.259,18.930999999999997,19.055,0.037000000000000005,0.002,,0.002,0.003,0.019,,0.002,0.003,0.003
449,451,1.28,120503,rccd120503.0012_gregist,2456051.55265,22.142,18.543,17.59,19.198,19.65,21.557,18.014,18.586,19.261,19.391,0.11800000000000001,0.004,0.001,0.006,0.008,0.053,0.002,0.004,0.008,0.009000000000000001
450,452,1.28,120506,rccd120506.0044_gregist,2456054.54680,21.871,18.285,,18.934,19.416,21.305999999999997,17.764,18.334,19.025,19.141,0.063,0.002,,0.004,0.006,0.027000000000000003,0.001,0.002,0.005,0.005
451,453,1.3,120509,rccd120509.0024_gregist,2456057.50169,21.625,18.192999999999998,,18.83,19.333,21.301,,18.248,18.941,19.038,0.025,0.001,,0.002,0.003,0.016,,0.001,0.003,0.003
452,454,1.28,120512,rccd120512.0038_gregist,2456060.53839,21.7,18.22,,18.858,19.355999999999998,21.281999999999996,17.694000000000003,18.266,18.95,19.067999999999998,0.026000000000000002,0.001,,0.002,0.003,0.013999999999999999,0.001,0.001,0.002,0.003
453,455,1.28,120513,rccd120513.0039_gregist,2456061.52454,21.465999999999998,18.235,,18.868,19.369,21.259,17.698,18.279,18.967,19.078,0.022000000000000002,0.001,,0.002,0.003,0.015,0.001,0.001,0.003,0.003
454,456,1.29,120516,rccd120516.0044_gregist,2456064.54351,21.802,18.276,,18.905,19.4,21.303,17.743,18.313,18.992,19.123,0.046,0.002,,0.003,0.004,0.022000000000000002,0.001,0.002,0.003,0.004
455,457,1.28,120519,rccd120519.0034_gregist,2456067.52320,21.732,18.215,,18.848,19.351,21.268,,18.257,18.929000000000002,19.067,0.031,0.001,,0.002,0.003,0.016,,0.001,0.003,0.003
456,458,1.3600000000000001,120522,rccd120522.0046_gregist,2456070.59143,21.578000000000003,18.26,17.298,18.887,19.385,21.311999999999998,17.73,18.299,18.974,19.102,0.026000000000000002,0.001,0.001,0.002,0.003,0.015,0.001,0.001,0.003,0.003
457,459,1.29,120530,rccd120530.0037_gregist,2456078.51090,21.671,18.24,,18.873,19.375999999999998,21.299,17.715,18.287,18.97,19.094,0.035,0.002,,0.002,0.004,0.017,0.001,0.002,0.003,0.003
458,460,1.29,120601,rccd120601.0019_gregist,2456080.50432,21.839000000000002,18.237000000000002,,18.872,19.354,21.263,17.712,18.278,18.947,19.076,0.04,0.002,,0.003,0.004,0.024,0.001,0.002,0.004,0.003
459,461,1.3200000000000001,120604,rccd120604.0033_gregist,2456083.52601,21.659000000000002,18.223,,18.852999999999998,19.344,21.28,17.692,18.262,18.937,19.045,0.038,0.002,,0.003,0.004,0.025,0.001,0.002,0.004,0.003
460,462,1.3100000000000001,120607,rccd120607.0010_gregist,2456086.50934,21.726,18.265,17.299,18.898,19.395,21.386999999999997,17.734,18.308,18.986,19.107,0.027999999999999997,0.001,0.001,0.002,0.003,0.016,0.001,0.001,0.002,0.002
461,463,1.3100000000000001,120613,rccd120613.0033_gregist,2456092.49436,21.739,18.274,17.309,18.909000000000002,19.395,21.322,17.741,18.331,18.987000000000002,19.104,0.031,0.002,0.001,0.002,0.004,0.021,0.001,0.002,0.003,0.003
462,464,1.29,120615,rccd120615.0017_gregist,2456094.46381,21.712,18.246,17.296,18.885,19.371,21.338,17.717,18.296,18.980999999999998,19.089000000000002,0.031,0.002,0.001,0.003,0.004,0.02,0.001,0.002,0.003,0.003
463,465,1.3300000000000001,120621,rccd120621.0029_gregist,2456100.49040,21.671,18.195999999999998,,18.831,19.342,21.149,17.666,18.235,18.928,19.037,0.03,0.002,,0.002,0.004,0.016,0.001,0.002,0.003,0.003
464,466,1.3100000000000001,120624,rccd120624.0013_gregist,2456103.46656,21.755,18.171,,18.825,19.324,21.276999999999997,17.651,18.222,18.916,19.02,0.038,0.002,,0.003,0.004,0.022000000000000002,0.001,0.002,0.003,0.003
465,467,1.4299999999999999,120701,rccd120701.0023_gregist,2456110.51236,21.695,18.222,,18.873,19.368,21.287,17.699,18.274,18.941,19.065,0.040999999999999995,0.002,,0.003,0.005,0.025,0.001,0.002,0.004,0.004
466,468,1.51,120706,rccd120706.0024_gregist,2456115.52414,21.432,18.269000000000002,17.320999999999998,18.915,19.417,21.285,17.749000000000002,18.313,18.995,19.121,0.023,0.002,0.001,0.003,0.003,0.019,0.001,0.002,0.003,0.003
467,469,1.6899999999999999,120712,rccd120712.0019_gregist,2456121.54805,21.714000000000002,18.303,17.346,18.94,19.437,21.369,17.777,18.345,19.026,19.141,0.026000000000000002,0.001,0.001,0.002,0.003,0.013999999999999999,0.001,0.001,0.003,0.003
468,470,1.6799999999999999,120715,rccd120715.0025_gregist,2456124.53802,21.721999999999998,18.233,17.285,18.874000000000002,19.378,21.329,17.706,18.28,18.963,19.082,0.031,0.001,0.001,0.002,0.003,0.018000000000000002,0.001,0.001,0.003,0.003
469,471,1.5800000000000001,120718,rccd120718.0013_gregist,2456127.50948,21.766,18.305999999999997,17.357,18.945999999999998,19.445,21.371,17.784000000000002,18.355,19.039,19.15,0.033,0.001,0.001,0.002,0.004,0.017,0.001,0.002,0.003,0.003
470,472,1.6100000000000001,120721,rccd120721.0036_gregist,2456130.50784,22.075,18.637999999999998,17.674,19.264,19.762,21.596999999999998,18.107,18.679000000000002,19.343,19.487000000000002,0.045,0.002,0.001,0.003,0.005,0.025,0.001,0.002,0.004,0.004
471,473,1.4099999999999999,121218,rccd121218.0102_gregist,2456280.81766,22.886999999999997,20.115,19.188,20.781999999999996,21.258000000000003,23.318,19.615,20.19,20.846,20.996,0.08,0.006,0.003,0.009000000000000001,0.015,0.091,0.003,0.005,0.01,0.013000000000000001
472,474,1.4199999999999999,121221,rccd121221.0111_gregist,2456283.80671,21.746,18.298,,18.924,19.423,21.328000000000003,17.773,18.347,19.035999999999998,19.131,0.025,0.001,,0.002,0.003,0.013999999999999999,0.001,0.001,0.002,0.003
473,475,1.46,121223,rccd121223.0128_gregist,2456285.78787,21.725,18.271,,18.915,19.423,21.271,,18.327,18.992,19.121,0.032,0.001,,0.002,0.004,0.018000000000000002,,0.002,0.003,0.003
474,476,1.4299999999999999,121229,rccd121229.0122_gregist,2456291.78194,21.809,18.32,,18.952,19.465,21.27,17.795,18.374000000000002,19.058,19.175,0.04,0.002,,0.003,0.004,0.02,0.001,0.002,0.004,0.004
