,date,juliandate,NMraw,mag3,mag4,mag5,mag9,mag10,mag17,mag19,mag20,merr1,offset,std,NMcal
61,40227,2453063.67993,22.275,18.785999999999998,19.276,21.226999999999997,19.006,,20.337,19.31,20.284000000000002,0.044000000000000004,3.495142857142856,0.02096368742545121,18.779857142857143
62,40302,2453067.7027,22.165,18.796,19.296,21.197,19.014,18.164,20.326,19.315,20.3,0.046,3.4972499999999993,0.008224527776391525,18.667749999999998
63,40304,2453069.6675299997,22.124000000000002,18.79,19.296,21.174,18.996,,20.343,19.285999999999998,20.275,0.046,3.485714285714284,0.010403753901319713,18.63828571428572
64,40306,2453071.6538,22.101,18.788,19.292,21.148000000000003,19.02,,20.334,19.299,20.283,0.051,3.486285714285714,0.016028248872209987,18.614714285714285
65,40309,2453074.64157,22.095,18.827,19.287,21.178,19.051,18.209,20.4,19.346,20.326,0.051,3.524249999999999,0.025833256528344613,18.57075
66,40310,2453075.5804,22.368000000000002,18.878,19.377,21.185,19.092,18.244,20.43,19.387999999999998,20.389,0.055999999999999994,3.5691249999999988,0.030837998360071103,18.798875000000002
67,40313,2453078.59031,21.935,18.82,19.322,21.21,19.03,,20.371,19.340999999999998,20.325,0.032,3.5227142857142844,0.007296444013240062,18.412285714285716
68,40315,2453080.65117,22.087,18.796,19.292,21.194000000000003,19.01,,20.334,19.317,20.279,0.039,3.494571428571429,0.00996422170993535,18.59242857142857
69,40322,2453087.6451,22.101,18.802,19.301,21.158,19.012999999999998,,20.345,19.311,20.313,0.036000000000000004,3.497571428571427,0.014443650771767621,18.603428571428573
70,40325,2453090.64098,22.125999999999998,18.820999999999998,19.319000000000003,21.195,19.02,,20.365,19.347,20.316,0.040999999999999995,3.5175714285714283,0.010768118728431557,18.60842857142857
71,50425,2453486.5469,22.351999999999997,19.205,19.727999999999998,21.576,19.414,18.561,20.718000000000004,19.723,20.721999999999998,0.077,3.902125,0.017739685131609412,18.449875
72,50430,2453491.56292,22.261,19.105999999999998,19.6,21.563000000000002,19.319000000000003,18.484,20.651,19.634,20.599,0.043,3.8157500000000004,0.02488688696592204,18.445249999999998
73,50511,2453502.5189400003,22.943,19.532,20.028,21.772,19.749000000000002,18.859,21.0,20.045,21.013,0.07,4.196000000000001,0.05304984179314424,18.747
74,50513,2453504.58527,22.351,19.333,19.819000000000003,21.796,19.535,18.706,20.916,19.855999999999998,20.808000000000003,0.053,4.042375,0.033032181278201865,18.308625
75,50518,2453509.60617,21.803,19.139,19.639,21.471,19.346,18.517,20.697,19.658,20.642,0.03,3.8348749999999994,0.023344852598755426,17.968125
76,50529,2453520.57185,22.447,19.147000000000002,19.65,21.506999999999998,19.34,18.503,20.698,19.660999999999998,20.638,0.049,3.839249999999999,0.013263806822742155,18.60775
77,50601,2453523.51647,22.548000000000002,19.165,19.668,21.504,19.348,18.516,20.713,19.667,20.659000000000002,0.061,3.8512500000000003,0.0187140130840267,18.69675
78,50604,2453526.51753,22.854,19.792,20.305999999999997,22.163,19.992,19.162,21.378,20.244,21.229,0.08800000000000001,4.4795,0.0357691007914124,18.374499999999998
79,50607,2453529.4724,22.365,19.182000000000002,19.680999999999997,21.624000000000002,19.38,18.544,20.712,19.684,20.671,0.054000000000000006,3.881,0.02167948338870153,18.483999999999998
80,50710,2453562.4964099997,22.166999999999998,19.159000000000002,19.637999999999998,21.482,19.340999999999998,18.496,20.67,19.663,20.66,0.039,3.8348749999999994,0.02112843378680311,18.332124999999998
81,50724,2453576.51929,22.503,19.169,19.667,21.551,19.364,18.523,20.706,19.69,20.649,0.062,3.861125,0.009876921151245317,18.641875
82,60109,2453745.80045,22.785,19.351,19.85,21.745,19.545,18.705,20.895,19.865,20.846,0.057,4.0465,0.008652002245194908,18.738500000000002
83,60110,2453746.80329,22.628,19.262,19.774,21.642,19.475,18.635,20.796999999999997,19.792,20.793000000000003,0.045,3.9675000000000002,0.014667748877852606,18.6605
84,60111,2453747.80101,22.494,19.179000000000002,19.641,21.509,19.363,18.516,20.729,19.694000000000003,20.678,0.057999999999999996,3.8598749999999997,0.02422771435474495,18.634125
85,60112,2453748.75197,22.63,19.201,19.699,21.531999999999996,19.404,18.561,20.753,19.718,20.7,0.075,3.892249999999999,0.021763337454279757,18.73775
86,60113,2453749.70851,22.543000000000003,19.242,19.745,21.684,19.442,18.602,20.779,19.748,20.745,0.07,3.9446250000000003,0.020673913859901586,18.598375000000004
