,date,juliandate,NMraw,mag3,mag4,mag5,mag9,mag10,mag17,mag19,mag20,merr1,offset,std,NMcal
87,60114,2453750.79611,22.796999999999997,19.232,19.738,21.680999999999997,19.441,18.594,20.764,19.747,20.754,0.09,3.940124999999999,0.023074026832945252,18.856875
88,60116,2453752.83464,22.514,19.213,19.727999999999998,21.594,19.433,18.576,20.735,19.733,20.604,0.066,3.8982499999999995,0.03985599076674565,18.61575
89,60117,2453753.7149,22.811999999999998,19.268,19.771,21.248,19.473,18.621,20.851999999999997,19.78,20.763,0.07400000000000001,3.9182499999999996,0.14672009308300007,18.893749999999997
90,60118,2453754.7891700002,22.615,19.254,19.761,21.706999999999997,19.46,18.617,20.796999999999997,19.745,20.719,0.068,3.953749999999999,0.028729029619260413,18.66125
91,60119,2453755.75412,22.462,19.268,19.754,21.621,19.461,18.608,20.825,19.762999999999998,20.666,0.054000000000000006,3.9419999999999993,0.034566705698622045,18.52
92,60120,2453756.76263,22.59,19.262,19.757,21.649,19.452,18.61,20.816,19.768,20.771,0.071,3.9568749999999997,0.012540648194799503,18.633125
93,60121,2453757.80413,22.980999999999998,19.314,19.811,21.684,19.508,18.659000000000002,20.851999999999997,19.832,20.803,0.068,4.004125,0.010682930309332221,18.976875
94,60122,2453758.7149,22.723000000000003,19.27,19.752,21.622,19.472,18.621,20.825,19.788,20.78,0.077,3.9625,0.01785657141928355,18.760500000000004
95,60123,2453759.70975,22.651,19.203,19.7,21.558000000000003,19.399,18.557000000000002,20.746,19.709,20.706999999999997,0.059000000000000004,3.893625,0.012670973578426278,18.757375
96,60124,2453760.7708099997,22.625999999999998,19.183,19.675,21.555,19.375,18.532,20.719,19.703,20.699,0.067,3.8763749999999995,0.013490075717376458,18.749624999999998
97,60125,2453761.78482,22.683000000000003,19.218,19.71,21.593000000000004,19.407,18.563,20.735,19.735,20.684,0.046,3.9018750000000004,0.012586131823704598,18.781125000000003
98,60126,2453762.78912,22.69,19.215,19.74,21.604,19.424,18.584,20.668000000000003,19.726,20.701999999999998,0.061,3.904124999999999,0.03277820486673014,18.785875
99,60127,2453763.67446,22.623,19.236,19.746,21.601,19.412,18.61,20.776,19.749000000000002,20.721999999999998,0.057,3.9277499999999987,0.015387843068176713,18.69525
100,60128,2453764.78361,22.326,19.219,19.738,21.631999999999998,19.430999999999997,18.585,20.752,19.757,20.734,0.045,3.9272499999999995,0.01475272371955616,18.39875
101,60129,2453765.77573,22.619,19.255,19.734,21.641,19.468,18.62,20.79,19.77,20.75,0.051,3.9497499999999994,0.007977647343832267,18.66925
102,60130,2453766.63941,22.625999999999998,19.275,19.771,21.52,19.476,18.562,20.776,19.778,20.781,0.06,3.9386249999999987,0.052279298006036465,18.687375
103,60131,2453767.7181599997,22.796999999999997,19.248,19.747,21.619,19.430999999999997,18.602,20.772,19.743,20.723000000000003,0.069,3.931874999999999,0.008219097969398797,18.865125
104,60203,2453770.78291,23.076,19.624000000000002,20.136,21.930999999999997,19.825,18.98,21.17,20.153,21.148000000000003,0.071,4.317125000000001,0.03381646893781371,18.758875
105,60204,2453771.68498,22.451,19.208,19.706,21.616999999999997,19.4,18.566,20.701,19.723,20.718000000000004,0.053,3.901124999999999,0.020314931173277036,18.549875
106,60205,2453772.77988,22.717,19.226,19.729,21.566,19.41,18.574,20.778000000000002,19.742,20.715,0.061,3.9137500000000003,0.0202466928515976,18.80325
107,60206,2453773.71829,22.544,19.244,19.726,21.537,19.427,18.588,20.776,19.748,20.689,0.05,3.9131249999999995,0.031022745112061684,18.630875
108,60207,2453774.7666700003,22.331,19.214000000000002,19.711,21.561,19.410999999999998,18.564,20.746,19.723,20.714000000000002,0.038,3.901749999999999,0.014099138778284616,18.42925
109,60208,2453775.66758,22.338,19.197,19.695,21.555999999999997,19.387999999999998,18.548,20.730999999999998,19.708,20.714000000000002,0.051,3.888374999999998,0.014725463854120602,18.449625000000005
110,60209,2453776.65442,22.746,19.250999999999998,19.754,21.642,19.449,18.615,20.799,19.677,20.741999999999997,0.07400000000000001,3.937374999999999,0.02929133221383327,18.808625
111,60210,2453777.68924,22.879,19.241,19.738,21.643,19.442,18.601,20.787,19.73,20.748,0.08,3.937499999999999,0.011096975134991529,18.9415
112,60211,2453778.68696,22.871,19.241,19.757,21.666999999999998,19.439,18.594,20.772,19.736,20.74,0.073,3.939499999999999,0.018415831698497233,18.9315
113,60212,2453779.74455,22.522,19.262999999999998,19.713,21.654,19.469,18.595,20.816,19.762999999999998,20.758000000000003,0.077,3.9501249999999994,0.02080135641176197,18.571875
114,60213,2453780.67396,23.004,19.282,19.782,21.614,19.468,18.652,20.836,19.792,20.799,0.126,3.9743749999999998,0.02408281841596923,19.029625000000003
115,60214,2453781.65518,22.881999999999998,19.337,19.842,21.706999999999997,19.545,18.688,20.893,19.843,20.851999999999997,0.096,4.034624999999998,0.013845447937018905,18.847375
116,60215,2453782.7140099998,22.691999999999997,19.3,19.797,21.604,19.502,18.653,20.818,19.8,20.796999999999997,0.073,3.9801249999999997,0.02749253145332855,18.711874999999996
117,60216,2453783.70368,22.721,19.273,19.775,21.668000000000003,19.468,18.628,20.816,19.794,20.773000000000003,0.07,3.9706250000000005,0.009738546385900397,18.750375
118,60217,2453784.72432,22.599,19.255,19.74,21.639,19.447,18.605,20.807,19.777,20.736,0.061,3.946999999999999,0.013212548148302604,18.652
119,60218,2453785.7577,22.764,19.264,19.753,21.63,19.451,18.611,20.820999999999998,19.779,20.769000000000002,0.071,3.9559999999999995,0.01550115203093169,18.808
120,60219,2453786.70791,22.81,19.224,19.722,21.594,19.419,18.58,20.769000000000002,19.743,20.728,0.068,3.918625,0.010795997935747748,18.891375
121,60220,2453787.71465,22.545,19.205,19.692,21.583000000000002,19.387999999999998,18.549,20.744,19.715,20.695,0.049,3.8926249999999993,0.009956153875841737,18.652375000000003
122,60221,2453788.72114,22.851999999999997,19.217,19.706,21.588,19.397000000000002,18.567999999999998,20.74,19.71,20.718000000000004,0.065,3.9017499999999994,0.00895624283507692,18.950249999999997
123,60222,2453789.71313,22.553,19.184,19.675,21.548000000000002,19.381,18.531,20.723000000000003,19.695999999999998,20.683000000000003,0.045,3.873875,0.010287822204775579,18.679125
124,60223,2453790.72634,22.868000000000002,19.204,19.712,21.623,19.402,18.555,20.734,19.724,20.706,0.067,3.9037499999999996,0.015645629239213654,18.964250000000003
125,60225,2453792.7818,22.86,19.366,19.858,21.738000000000003,19.563,18.718,20.896,19.873,20.858,0.066,4.055,0.005154748158093305,18.805
126,60226,2453793.6803599996,22.988000000000003,19.272000000000002,19.755,21.719,19.459,18.612000000000002,20.793000000000003,19.772000000000002,20.776,0.079,3.966000000000001,0.027401772622505916,19.022000000000002
